data,language
এটি সুবিধাভোগী এবং দায়িত্ব বহনকারীদের রিয়েল-টাইম উপস্থিতি নথিভুক্ত করে বিতরণ ব্যবস্থার একটি দক্ষ নিরীক্ষা নিশ্চিত করে।,bn
অঙ্গনওয়াড়ি কর্মীরা 48 ঘন্টার মধ্যে আপনার সাথে যোগাযোগ করবে।,bn
ইন্টারনেট ছাড়াই কি অ্যাপটি ব্যবহার করা যেতে পারে?,bn
"না, কোনও বৈধ ইন্টারনেট সংযোগ ছাড়া এই অ্যাপটি কাজ করে না।",bn
পশান ট্র্যাকার অ্যাপের টার্গেট ব্যবহারকারী বেস কারা?,bn
"পশান ট্র্যাকার অ্যাপ্লিকেশনটি আঙ্গানওয়াদী কর্মীদের, অঙ্গনওয়াড়ি কেন্দ্রগুলির জন্য ফর্মগুলিতে সুবিধাভোগীদের ডেটা প্রবেশের জন্য।",bn
এটি সাধারণ মানুষের জন্য মোটেই বিকাশযুক্ত নয়।,bn
কিভাবে পশান ট্র্যাকার অ্যাপে লগইন করবেন?,bn
AWW দের লগইন স্ক্রিনে তাদের মোবাইল নম্বর এন্টার করার জন্য অনুরোধ করা হয়।,bn
"আপনার নিবন্ধিত মোবাইল নম্বরে একটি ওটিপি পাঠানো হবে, এর পর আপনাকে আপনার MPIN সেট করতে হবে।",bn
MPIN কী?,bn
MPIN হ'ল একটি ৪ ডিজিটের পাসকোড যা পশান ট্র্যাকার অ্যাপটিতে নিবন্ধভুক্ত করার সময় একজন অঙ্গনওয়াড়ি কর্মী সেট করেছিলেন।,bn
কিভাবে MPIN সেট করবেন?,bn
MPIN-টি মোবাইল নম্বরটির জন্য একটি OTP অনুরোধের মাধ্যমে সংশ্লিষ্ট আঙ্গনবাদী কর্মী দ্বারা সেট করা যেতে পারে।,bn
যদি মোবাইল নম্বরটি ইতিমধ্যে ডেটাবেজে উপস্থিত থাকে তবে সংশ্লিষ্ট অঙ্গনওয়াদী ব্যক্তি নিবন্ধিত মোবাইল নম্বরে ৪ ডিজিট OTP পাবেন।,bn
OTP এন্টার করার পর AWW সহজেই কাস্টমাইজড MPIN সেট করতে পারেন।,bn
MPIN কখন এবং কীভাবে ব্যবহার করবেন?,bn
"পশান ট্র্যাকার অ্যাপে লগইন করার সময়, AWWs তাদের দ্বারা নির্ধারিত MPIN প্রবেশ করতে হবে।",bn
এই MPIN পশান ট্র্যাকার অ্যাপটি চালানোর জন্য পাসকোড হিসাবে কাজ করবে এবং উপকারভোগীদের ফর্মগুলিতে তথ্য প্রবেশ করবে।,bn
MPIN কীভাবে রিসেট করবেন?,bn
MPIN যে কোনও AWW/AWC ব্যবহারকারী সহজেই রিসেট করতে পারে।,bn
আপনাকে ভুলে যাওয়া MPIN- এ ক্লিক করতে হবে এবং আপনার নিবন্ধিত মোবাইল নম্বর লিখতে হবে।,bn
আপনি আপনার নিবন্ধিত মোবাইল নম্বরে পাবেন এবং OTP পাবেন এবং আপনি খুব সহজেই আপনার MPIN পুনরায় সেট করতে পারবেন।,bn
কত ভাষায় পশান ট্র্যাকার অ্যাপ্লিকেশন উপলব্ধ?,bn
পশান ট্র্যাকার অ্যাপ্লিকেশনটি ২২ টি বিভিন্ন ভাষায় উপলভ্য।,bn
AWW শুধুমাত্র ইংরেজি ভাষায় ফর্ম পূরণ করতে পারে।,bn
পশান ট্র্যাকার অ্যাপে কয়টি আলাদা ফর্ম রয়েছে?,bn
উপকারভোগীদের জন্য ৭ টি বিভিন্ন ধরণের ফর্ম রয়েছে।,bn
AWC একটি নির্দিষ্ট অঙ্গনওয়াড়ি কেন্দ্রে উপস্থিত অবকাঠামো সম্পর্কিত বিশদ লিখতে হবে।,bn
"এর মধ্যে কাঠামো, মৌলিক সুযোগ-সুবিধা, সুযোগ-সুবিধা, স্যানিটাইজেশন, পানীয় জল ইত্যাদি রয়েছে।",bn
AWW-রা তাদের মোবাইল নম্বরগুলির মাধ্যমে নিবন্ধন করতে অক্ষম হলে কীভাবে অ্যাপটিতে সাইন আপ করতে পারে?,bn
কীভাবে কেউ পশান ট্র্যাকার ড্যাশবোর্ড অ্যাক্সেস করতে পারে?,bn
কীভাবে কেউ AWW/AWCs যুক্ত করতে পারে?,bn
AWW/AWCs কেবল নোডাল স্তরের কর্মকর্তা দ্বারা যুক্ত করা যেতে পারে।,bn
"উপরের রাইনে যে কেউ হায়ারায় আছে জাতীয় স্তরের ব্যবহারকারীরা যেমন রাজ্য, জেলা, প্রকল্প এবং খাত স্তরের ব্যবহারকারী তৈরি করতে পারে।",bn
"রাজ্য স্তরের ব্যবহারকারীরা জেলা, প্রকল্প এবং খাত স্তরের ব্যবহারকারী তৈরি করতে পারে, জেলা স্তরের ব্যবহারকারী প্রকল্প এবং খাত স্তরের ব্যবহারকারী তৈরি করতে পারে, প্রকল্প স্তরের ব্যবহারকারী সেক্টর স্তরের ব্যবহারকারী তৈরি করতে পারবেন।",bn
পশান ট্র্যাকার ড্যাশবোর্ডের মাধ্যমে কতগুলি বিভিন্ন ধরণের প্রতিবেদন তৈরি করা যায়?,bn
হ্যান্ডহোল্ডিং এবং সাপোর্টের জন্য আমরা রোজ বিকাল 4:15 থেকে বিকাল 5:15 পর্যন্ত ভিডিও কনফারেন্সের মাধ্যমে উপলব্ধ।,bn
একজন সুবিধাভোগী কি অ্যাপ্লিকেশনটি ব্যবহার করে সরাসরি নিবন্ধন করতে পারেন।,bn
"সাইট পরিদর্শন বা ব্যবহার করে, আপনি স্পষ্টত এই শর্তাবলীতে সম্মত হন, যা সময়ে সময়ে আপডেট করা হয়।",bn
আপনি যদি এই শর্তাবলীর কোন অংশের সাথে সম্মত না হন তবে সাইটটি ব্যবহার করবেন না।,bn
আপনি কোনোভাবেই সাইটটি ব্যবহার করতে পারবেন না এবং শর্তাবলী গ্রহণ করতে পারবেন না যদি আপনি একটি বাধ্যতামূলক চুক্তি গঠনের জন্য আইনসম্মত বয়সের না হন।,bn
যেকোনো পরিবর্তন বা আপডেট অবিলম্বে কার্যকর হবে।,bn
আপনি পরিবর্তনের জন্য পর্যায়ক্রমে এই ব্যবহারের শর্তাবলী চেক করার দায়িত্ব নেন।,bn
এই ধরনের পুনর্বিবেচনার পর আপনার ক্রমাগত এই প্ল্যাটফর্মের ব্যবহার পরিবর্তিত শর্তাবলীর স্বীকৃতি গঠন করবে।,bn
আপনি যদি সাইট দ্বারা অফার করা নির্দিষ্ট বৈশিষ্ট্য বা পরিষেবাগুলি ব্যবহার করতে চান তবে আপনাকে আপনার মোবাইল নম্বর দিয়ে একটি অ্যাকাউন্ট রেজিস্টার করতে হবে।,bn
"এই শর্তাদি গ্রহন করে, আপনি স্পষ্টভাবে আপনার পরিচয় তথ্য (আধার বিবরণ সহ) এবং আপনার অ্যাকাউন্টে নিবন্ধিত অন্যান্য সদস্যদের ব্যবহার করার জন্য আমাদের অনুমোদন করতে সম্মত হন।",bn
আপনার ব্যক্তিগত তথ্য এবং রেজিস্ট্রেশনের গোপনীয়তা বজায় রাখার জন্য এবং এই তথ্য সুরক্ষিত রাখতে আপনার ব্যর্থতার ফলে হতে পারে এমন সমস্ত কার্যকলাপের জন্য আপনি সম্পূর্ণরূপে দায়ী।,bn
আপনার অ্যাকাউন্ট বা মোবাইল নম্বরে সেই ব্যক্তির ছদ্মবেশী করার অভিপ্রায় সহ অন্য ব্যক্তির নাম অন্তর্ভুক্ত করা উচিত নয়।,bn
আপনি তাদের অনুমতি ছাড়া অন্য ব্যবহারকারীর অ্যাকাউন্ট ব্যবহার করবেন না।,bn
আপনি যদি আপনার অ্যাকাউন্টের কোনও অননুমোদিত ব্যবহার বা অন্য কোনও অ্যাকাউন্ট-সম্পর্কিত নিরাপত্তা লঙ্ঘন দেখতে পান তবে আপনি অবিলম্বে আমাদের লিখিতভাবে অবহিত করবেন।,bn
যদি আমরা এমন কোনও অভিযোগ পাই যে আপনার অ্যাকাউন্ট অন্য কারও অধিকার লঙ্ঘন করে বা আমাদের নীতিগুলি লঙ্ঘন করে তবে আমরা আপনার অ্যাকাউন্টটি বাতিল বা অবরুদ্ধ করতে পারি।,bn
"আপনি সমস্ত কেন্দ্রীয় ও রাজ্য আইন, আপনার এবং আপনার সাইটের ব্যবহার এবং কোনও তৃতীয় পক্ষের অধিকারকে প্রভাবিত করার জন্য প্রযোজ্য নিয়ম এবং প্রবিধানগুলি মেনে চলবেন।",bn
আমরা যে কোনো সময় সাইটের বিষয়বস্তু এবং বৈশিষ্ট্য পরিবর্তন করতে পারি।,bn
"সাইটে প্রদর্শিত নিবন্ধিত এবং অনিবন্ধিত ট্রেডমার্ক, লোগো এবং পরিষেবা চিহ্নগুলি আমাদের বা আমাদের লাইসেন্সকারীদের মালিকানাধীন।",bn
"আপনি আমাদের পূর্ব লিখিত অনুমতি ছাড়া কোনোভাবেই আপনার ট্রেডমার্ক, লোগো এবং পরিষেবা চিহ্ন ব্যবহার করতে পারবেন না।",bn
এই ওয়েবসাইটে বৈশিষ্ট্যযুক্ত উপাদান বিনামূল্যে পুনরুৎপাদন করা যেতে পারে।,bn
"যদিও, সাইটের কোন অংশ এবং কোন বিষয়বস্তু অনুলিপি, পুনঃপ্রকাশিত, পুনরুৎপাদন, আপলোড, পোস্ট, সর্বজনীনভাবে প্রদর্শিত, এনকোড করা, অনুবাদ করা, প্রেরণ করা বা বিতরণ করা যাবে না অন্য কোন কম্পিউটার, সার্ভার, ওয়েব সাইট বা প্রকাশনার জন্য অন্যান্য মাধ্যমে একটি অপমানজনক পদ্ধতিতে বা বিভ্রান্তিকর প্রসঙ্গে।",bn
"আপনি সাইটে উপলব্ধ তথ্য ব্যবহার করতে পারেন, তবে এই শর্তেই যে আপনি (1) এই ধরনের তথ্য শুধুমাত্র আপনার ব্যক্তিগত, অ-বাণিজ্যিক তথ্যগত উদ্দেশ্যে ব্যবহার করবেন এবং কোনও নেটওয়ার্কযুক্ত কম্পিউটারে এই জাতীয় তথ্য অনুলিপি বা পোস্ট করবেন না বা কোনও মিডিয়াতে এটি সম্প্রচার করবেন না, (2) এই জাতীয় কোনও তথ্য এবং এই জাতীয় নথি এবং সামগ্রী সম্পর্কিত কোনও অতিরিক্ত উপস্থাপনা বা ওয়ারেন্টিতে কোনও পরিবর্তন করবেন না।",bn
"যেখানেই উপাদানটি প্রকাশ করা হবে বা অন্যদের কাছে জারি করা হবে, উৎসটি অবশ্যই স্পষ্টভাবে স্বীকার করতে হবে।",bn
"যাইহোক, এই উপাদানটি পুনরুত্পাদন করার অনুমতি এমন কোনও উপাদানে প্রসারিত হবে না যা তৃতীয় পক্ষের কপিরাইট হিসাবে চিহ্নিত করা যেতে পারে।",bn
"যদিও অনুবাদগুলি সর্বোত্তম প্রচেষ্টার ভিত্তিতে করা হয়, তবে কিছু অংশ ভুল হতে পারে।",bn
ওয়েবসাইটের কিছু ফাইল এবং অন্যান্য আইটেম অনুবাদ করা যাবে না।,bn
"উপরন্তু, অনুবাদ করলে, কিছু অ্যাপ্লিকেশন এবং/অথবা পরিষেবাগুলি প্রত্যাশিতভাবে কাজ নাও করতে পারে, ভাষার বাধার কারণে।",bn
"এই পোর্টালে প্রদত্ত অনুবাদগুলিতে যেকোন ত্রুটি, বাদ পড়া বা অস্পষ্টতা সংশোধন করার জন্য আমরা ক্রমাগত কাজ করছি।",bn
"সত্যি এটাই যে এই ওয়েবসাইটগুলি যার সাথে লিঙ্ক করা হয়েছে তা আমাদের কাছ থেকে এই ওয়েবসাইটগুলির কোনও অনুমোদন নির্দেশ করে না, যেহেতু এই ওয়েবসাইটগুলির উপর আমাদের কোনও নিয়ন্ত্রণ নেই৷। আমরা কোন বিষয়বস্তু বা এই ওয়েবসাইটগুলির গোপনীয়তা অনুশীলন সহ এই ওয়েবসাইটগুলির জন্য দায়ী নই।",bn
আমরা দৃঢ়ভাবে আপনাকে এই ওয়েবসাইটগুলির ব্যবহারের শর্তাবলীর সাথে নিজেকে পরিচিত করার জন্য উৎসাহিত করি৷। আপনার এই ওয়েবসাইটগুলি ব্যবহার আপনার নিজের ঝুঁকি এবং বিপদের উপর ভিত্তিক।,bn
"আপনি যে লিঙ্কগুলি নির্বাচন করেছেন বা আপনি যে কোনও সফ্টওয়্যার ডাউনলোড করেছেন সেটি ভাইরাস, ওয়ার্ম, ট্রোজান হর্সেস, ডিফেক্ট, ডেট বম, টাইম বম বা ধ্বংসাত্মক প্রকৃতির অন্যান্য কম্পিউটার প্রোগ্রামিং রুটিন যা ধ্বংসাত্মক প্রকৃতির তা থেকে মুক্ত কিনা তা নিশ্চিত করার জন্য প্রয়োজনীয় সতর্কতা অবলম্বন করা কেবল আপনার উপর নির্ভর করে।",bn
আমরা এটা বর্ণনা করি না যে সাইটে বা এর মাধ্যমে উপলব্ধ বিষয়বস্তু উপযুক্ত বা অন্যান্য স্থানে উপলব্ধ।,bn
আমরা যে কোনো সময় যে কোনো ব্যক্তি বা ভৌগলিক এলাকায় সাইট বা সাইটে বর্ণিত কোনো পরিষেবা বা পণ্যের প্রাপ্যতা সীমাবদ্ধ করতে পারি।,bn
আপনি যদি ভারতের বাইরে থেকে সাইটটি অ্যাক্সেস করতে চান তবে আপনি তা নিজের ঝুঁকিতে করবেন।,bn
আপনার যে কোনো তদন্ত বা বিচারে সহায়তা করার জন্য আমরা আপনার লেনদেনের সাথে সম্পর্কিত তথ্য দিয়ে আইন প্রয়োগকারীকে প্রদান করতে পারি।,bn
যদি আমরা উপযুক্ত মনে না করি তাহলে আমরা আইনি পদক্ষেপ নিতে পারি।,bn
"যদি আমরা নির্ধারণ করি যে আপনি এই শর্তাবলী বা আইন লঙ্ঘন করেছেন, অথবা অন্য কোন কারণে বা কোন কারণ ছাড়াই, আমরা আপনার অ্যাকাউন্ট ব্লক করতে পারি এবং আপনাকে বিজ্ঞপ্তি ছাড়াই যেকোন সময় সাইটে প্রবেশ করতে বাধা দিতে পারি।",bn
এই সংস্থাগুলি পোশান ট্র্যাকারের সাথে এই শর্তাদি সহ অবৈধ কার্যকলাপ বা তৃতীয় পক্ষের অধিকার লঙ্ঘনকে উত্সাহিত বা প্রচার করতে APIs/ নো-কোড ওয়েবপেজ ইন্টিগ্রেশন ব্যবহার করবে না।,bn
"কোনো ভুল তথ্য থেকে উদ্ভূত যে কোনো দায়বদ্ধতা দেওয়ানি বা ফৌজদারি, শুধুমাত্র সংশ্লিষ্ট ASP-এর কাছে থাকবে।",bn
এই প্রতিরক্ষা এবং ক্ষতিপূরণের বাধ্যবাধকতা এই চুক্তি এবং আপনার পরিষেবা এবং ওয়েবসাইট/অ্যাপের ব্যবহার থেকে বেঁচে থাকবে।,bn
"পোশান ট্র্যাকার পোর্টাল বা অ্যাপ ভারত সরকারের মহিলা ও শিশু উন্নয়ন মন্ত্রক দ্বারা পরিচালিত হয়, এরপরে ""MWCD"", ""আমাদের"", ""আমরা"" হিসাবে উল্লেখ করা হয় যা এই প্রোগ্রাম/প্রচার-এর অন্যান্য বিভাগ এবং বিভাগের একটি রেফারেন্স অন্তর্ভুক্ত করবে।",bn
"এই নীতিতে পোশান ট্র্যাকার পোর্টাল বা অ্যাপের রেফারেন্সগুলির মধ্যে রয়েছে পোশান ট্র্যাকার বা অন্য কোনও অ্যাপ বা পোর্টাল যা এপিআই / সম্পর্কিত সাইট, অ্যাপস, যোগাযোগ এবং পরিষেবাদি (""পরিষেবাদি"") এর মাধ্যমে পোশান ট্র্যাকারের সাথে সংহত হয়, যার পরে সম্মিলিতভাবে ""পোশান ট্র্যাকার বা সিস্টেম"" হিসাবে উল্লেখ করা হয়।",bn
আপনি যখন আমাদের পরিষেবাগুলি ব্যবহার করেন তখন আমাদের গোপনীয়তা নীতি প্রযোজ্য হয় (নীচে বর্ণিত)।,bn
"এই গোপনীয়তা নীতিটি আপনাকে বুঝতে সাহায্য করবে যে আমরা কোন তথ্য সংগ্রহ করি, কেন আমরা এটি সংগ্রহ করি এবং এটি কীভাবে ব্যবহার এবং ভাগ করা হয়।",bn
আপনার তথ্যের ক্ষেত্রে সংগ্রহ এবং রত্রা করার সংস্থা হল MWCD।,bn
আমরা আপনার ব্যক্তিগত তথ্যের নিরাপত্তা রক্ষা করতে এবং আপনার গোপনীয়তা রক্ষা করতে প্রতিশ্রুতিবদ্ধ।,bn
"সিস্টেমে সংগৃহীত এবং প্রক্রিয়াকৃত যেকোন তথ্য বা ডাটা তথ্য প্রযুক্তি আইন, 2000 এর নিয়মাবলী এবং ব্যক্তিগত তথ্য সংগ্রহ ও প্রক্রিয়াকরণ সম্পর্কিত অন্যান্য জাতীয় ও রাষ্ট্রীয় আইনের বিধান অনুসারে করা হয়।",bn
সিস্টেমে আপনার অ্যাক্সেস এবং ব্যবহার এই গোপনীয়তা নীতি এবং পরিষেবার শর্তাবলীর আপনার গ্রহণযোগ্যতার উপর শর্তসাপেক্ষ।,bn
"সিস্টেমটি অ্যাক্সেস এবং / অথবা ব্যবহার করে, আপনি প্রতিনিধিত্ব করেন যে আপনি পরিষেবার শর্তাবলী এবং এই গোপনীয়তা নীতি টি পড়েছেন, বুঝতে পেরেছেন এবং আবদ্ধ রেয়েছেন এবং আপনি এই গোপনীয়তা নীতিতে বর্ণিত পদ্ধতিতে আপনার তথ্য এবং ডেটা সংগ্রহ, সঞ্চিত এবং ব্যবহার করতে সম্মত হন।",bn
আপনি এখানে স্বীকার করছেন যে এই গোপনীয়তা নীতির ধারা 1 এ বর্ণিত অনুযায়ী আপনার তথ্য সংগ্রহ এই গোপনীয়তা নীতির ধারা 2 এবং 3 এ উল্লিখিত উদ্দেশ্যগুলি পূরণ করার জন্য প্রয়োজনীয়।,bn
"আপনি যখন আমাদের পরিষেবাগুলি ব্যবহার করেন, এবং আপনি যখন একটি অ্যাকাউন্টের জন্য সাইন আপ করেন তখন আমরা আপনার দ্বারা প্রদান করা বিষয় এবং অন্যান্য তথ্য সংগ্রহ করি।",bn
"আপনি যখন যান বা অন্যথায় আমাদের সাইট, অ্যাপ এবং প্ল্যাটফর্ম প্রযুক্তি সহ আমাদের পরিষেবাগুলি ব্যবহার করেন তখন আমরা ইউসেজ ডেটা লগ করি।",bn
"আমরা কুকিজ, লোকাল স্টোরেজ, যেমন ব্রাউজার ওয়েব স্টোরেজ বা অ্যাপ্লিকেশন ডেটা ক্যাশে, ডেটাবেস এবং সার্ভার লগগুলি কিছু ক্ষেত্রে আপনার তথ্য সংগ্রহ ও ব্যবহার করার জন্য তথ্য সংগ্রহ ও সংরক্ষণ করতে আমরা বিভিন্ন প্রযুক্তি ব্যবহার করতে পারি।",bn
1.3. তৃতীয় পক্ষ থেকে তথ্য।,bn
আমাদের সিস্টেম তৃতীয় পক্ষের সাইটগুলিকে API প্রদান করে যা আপনার ব্যক্তিগত তথ্য সংগ্রহ করতে পারে।,bn
পোশান ট্র্যাকার এই ধরনের তথ্য বা তাদের গোপনীয়তা অনুশীলন বা ঐ তৃতীয় পক্ষের সাইটের বিষয়বস্তুর নিরাপত্তার জন্য কোনোভাবেই দায়ী নয়।,bn
"উপরন্তু, আপনি তৃতীয় পক্ষের সাইটগুলির নির্দিষ্ট পেজে ""কুকিজ"" বা অন্যান্য অনুরূপ ডিভাইসগুলির সম্মুখীন হতে পারেন এবং এটি পোশান ট্র্যাকার দ্বারা স্পষ্ট করা হয়েছে যে সিস্টেম এই তৃতীয় - পক্ষের সাইটগুলির দ্বারা কুকিজ ব্যবহার নিয়ন্ত্রণ করে না৷ এই তৃতীয় পক্ষের পরিষেবা প্রদানকারী এবং তৃতীয় পক্ষের সাইটগুলির নিজস্ব গোপনীয়তা নীতি থাকতে পারে যা আপনার তথ্যের সঞ্চয়স্থান এবং রক্ষা করা নিয়ন্ত্রণ করে যা আপনার সাপেক্ষে হতে পারে।",bn
"এই গোপনীয়তা নীতি এই তৃতীয়-পক্ষ প্রদানকারী এবং তৃতীয় পক্ষের সাইটগুলিতে সরবরাহ করা, সংরক্ষণ করা বা ব্যবহার করা কোনো তথ্য নিয়ন্ত্রণ করে না।",bn
"আমরা সুপারিশ করি যে যখন আপনি একটি তৃতীয় পক্ষের সাইটে প্রবেশ করেন, তখন আপনি তৃতীয় পক্ষের সাইটের গোপনীয়তা নীতি পর্যালোচনা করুন কারণ এটি আপনার তথ্যের সুরক্ষার সাথে সম্পর্কিত।",bn
আপনি সম্মত এবং স্বীকার করছেন যে অনুসন্ধান ফলাফলে বা কোনো তৃতীয় পক্ষের সাইট দ্বারা প্রকাশিত তথ্যের জন্য পোশান ট্র্যাকার দায়ী হবে না।,bn
"ধারা 1 এর অধীনে সংগৃহীত তথ্য, সুবিধাভোগীদের স্বাস্থ্য সুবিধার উদ্দেশ্যে ব্যবহার করা হবে।",bn
"আমরা আমাদের পণ্যগুলি সরবরাহ করি, যার মধ্যে সিস্টেমের তথ্য/ডেটা/ সামগ্রী এবং বিষয়বস্তু আপডেট করা, সুরক্ষিত করা এবং সমস্যা সমাধান করা, সেইসাথে সহায়তা প্রদান করা অন্তর্ভুক্ত থাকে।",bn
"আপনি যখন পোশান ট্র্যাকার-এ রেজিস্টার করবেন, যে মোবাইল নম্বর দিয়ে আপনি রেজিস্টার করেছেন, সেটি ডাটাবেস থেকে আপনার রেকর্ড সনাক্ত করতে ব্যবহার করা হবে।",bn
এগুলি পোশান ট্র্যাকার সিস্টেমে নথিভুক্ত হেল্থ স্ট্যাটাস মূল্যায়ন করতেও ব্যবহার করা যেতে পারে।,bn
2.2. আপনার সাথে যোগাযোগ করতে।,bn
আমরা অ্যাকাউন্ট যাচাই করতে সাহায্য করার জন্য আমাদের কাছে থাকা তথ্য ব্যবহার করি।,bn
রেকর্ডগুলি পোশান ট্র্যাকার নিয়ন্ত্রণ এবং প্রতিক্রিয়ার উদ্দেশ্যে স্বাস্থ্যের স্থিতি যাচাইয়ের জন্য ব্যবহার করা যেতে পারে।,bn
2.4. নিরাপত্তা এবং নিরীক্ষা।,bn
"আমরা নিরাপত্তার উদ্দেশ্যে বা আমাদের পরিষেবার শর্তাবলী এবং/অথবা আমাদের সদস্য, দর্শক বা অন্যদের ক্ষতি করার প্রচেষ্টার সম্ভাব্য জালিয়াতি বা অন্যান্য লঙ্ঘন প্রতিরোধ বা তদন্ত করার জন্য আপনার ডেটা (আপনার যোগাযোগ সহ) ব্যবহার করি।",bn
সিস্টেমের নিরাপত্তা এবং মাপযোগ্যতার জন্য MWCD দ্বারা নিযুক্ত অডিটরদের দ্বারা পোশান ট্র্যাকার সিস্টেমটি নিয়মিতভাবে নিরীক্ষিত হয়।,bn
এই ধরনের নিরীক্ষার জন্য রেকর্ড ব্যবহার করা যেতে পারে।,bn
2.5. গবেষণা এবং প্রক্রিয়াগত কার্যক্রম।,bn
"এছাড়াও আমরা আমাদের পরিষেবাগুলি পরিচালনা করার জন্য ডেটা ব্যবহার করি, যার মধ্যে রয়েছে আমাদের কর্মক্ষমতা বিশ্লেষণ করা, আমাদের আইনি বাধ্যবাধকতা পূরণ করা, আমাদের কর্মশক্তির বিকাশ করা এবং গবেষণা করা।",bn
